Rack	Pos	Barcode	PopID	CrossNum	Indiv	Origin	Exp	Trt	LfCountH	LfLgthH	LfWdthH	BoltedatH	BoltCountH	MaxBoltHtH	HBoltHt1	HBoltHt2	HBoltHt3	HBoltHt4	HBoltHt5	HBoltHt6	HBoltHt7	FlrHeadCount	HarvNotes	MsrHarvest	CrownDiam.mm	ShootMass.g	MassNotes	MsrHarvest2	MsrHarvest3
US002-5-11	17	12	US002-5-11	US002	5	11	inv	ass map	control	25	19.9	4.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/20/2010	1	4.415	NA	2010-10-20	85
US002-5-2	8	49	US002-5-2	US002	5	2	inv	mat fx	cut	22	20.6	3.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/18/2010	1.2	4.077	NA	2010-10-18	83
US002-5-3	6	49	US002-5-3	US002	5	3	inv	mat fx	control	37	0	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/19/2010	0.9	NA	NA	2010-10-19	84
US002-5-5	11	9	US002-5-5	US002	5	5	inv	mat fx	nut def	23	16.3	3.9	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/13/2010	0.9	1.645	NA	2010-10-13	78
US002-5-6	13	27	US002-5-6	US002	5	6	inv	ass map	control	24	26	6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1.1	5.115	NA	2010-10-21	86
US002-5-7	20	30	US002-5-7	US002	5	7	inv	ass map	control	27	19.3	4.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1.1	3.963	NA	2010-10-21	86
US002-5-8	15	11	US002-5-8	US002	5	8	inv	ass map	control	23	17.2	3.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1.1	4.072	NA	2010-10-21	86
US002-6-2	7	40	US002-6-2	US002	6	2	inv	mat fx	control	0	0	0	y	2	33.3	33.3	25.8	NA	NA	NA	NA	NA	64		10/21/2010	1	4.126	NA	2010-10-21	86
US002-6-4	6	16	US002-6-4	US002	6	4	inv	mat fx	control	23	24.1	6.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/19/2010	1	5.091	NA	2010-10-19	84
US002-6-5	14	21	US002-6-5	US002	6	5	inv	ass map	control	15	23.2	4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/19/2010	0.7	1.517	NA	2010-10-19	84
US003-10-1	14	11	US003-10-1	US003	10	1	inv	ass map	control	21	22.3	5.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/19/2010	1.2	3.594	NA	2010-10-19	84
US003-10-2	23	29	US003-10-2	US003	10	2	inv	ass map	control	21	22.7	5.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/20/2010	1.1	2.817	NA	2010-10-20	85
US003-11-1	8	3	US003-11-1	US003	11	1	inv	mat fx	cut	28	0	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/18/2010	1	NA	NA	2010-10-18	83
US003-11-11	17	27	US003-11-11	US003	11	11	inv	ass map	control	20	30.3	7.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/20/2010	1	4.472	NA	2010-10-20	85
US003-11-12	15	36	US003-11-12	US003	11	12	inv	ass map	control	26	25.5	3.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.9	3.582	NA	2010-10-21	86
US003-11-13	17	41	US003-11-13	US003	11	13	inv	ass map	control	30	16.5	4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/20/2010	0.95	3.841	NA	2010-10-20	85
US003-11-14	22	47	US003-11-14	US003	11	14	inv	ass map	control	12	24.8	6.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.9	2.867	NA	2010-10-21	86
US003-11-15	15	27	US003-11-15	US003	11	15	inv	ass map	control	19	27.1	5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.9	4.045	NA	2010-10-21	86
US003-11-3	21	35	US003-11-3	US003	11	3	inv	ass map	control	15	25.5	4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1	2.36	NA	2010-10-21	86
US003-11-4	17	18	US003-11-4	US003	11	4	inv	ass map	control	20	28.9	7.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/20/2010	0.8	4.138	NA	2010-10-20	85
US003-11-5	20	8	US003-11-5	US003	11	5	inv	ass map	control	25	20.4	6.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.8	3.371	NA	2010-10-21	86
US003-11-6	13	47	US003-11-6	US003	11	6	inv	ass map	control	12	34	5.4	y	1	9.5	9.5	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.7	3.097	NA	2010-10-21	86
US003-11-7	12	8	US003-11-7	US003	11	7	inv	ass map	control	17	29.3	5.9	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/19/2010	0.9	3.628	NA	2010-10-19	84
US003-11-8	12	35	US003-11-8	US003	11	8	inv	ass map	control	13	20.7	7	y	1	30	30	NA	NA	NA	NA	NA	NA	27		10/19/2010	0.85	6.166	NA	2010-10-19	84
US003-12-1	18	41	US003-12-1	US003	12	1	inv	ass map	control	17	18.1	5.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/20/2010	0.9	3.132	NA	2010-10-20	85
US003-12-2	22	5	US003-12-2	US003	12	2	inv	ass map	control	24	21.9	5.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.95	4.211	NA	2010-10-21	86
US003-12-3	11	25	US003-12-3	US003	12	3	inv	mat fx	nut def	32	17.3	5.9	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/13/2010	1.2	3.653	NA	2010-10-13	78
US003-12-5	13	31	US003-12-5	US003	12	5	inv	ass map	control	39	18.7	6.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.9	3.152	NA	2010-10-21	86
US003-12-6	12	5	US003-12-6	US003	12	6	inv	ass map	control	26	19.5	4.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/19/2010	9	2.692	NA	2010-10-19	84
US003-13-1	19	10	US003-13-1	US003	13	1	inv	ass map	control	12	20.2	4.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.9	2.489	NA	2010-10-21	86
US003-13-2	22	43	US003-13-2	US003	13	2	inv	ass map	control	1	16.3	5.8	y	1	36.5	36.5	NA	NA	NA	NA	NA	NA	45		10/21/2010	0.8	4.422	NA	2010-10-21	86
US003-13-4	20	10	US003-13-4	US003	13	4	inv	ass map	control	22	21.3	5.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.9	2.324	NA	2010-10-21	86
US003-13-5	22	21	US003-13-5	US003	13	5	inv	ass map	control	13	25.8	5.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1	3.235	NA	2010-10-21	86
US003-13-6	16	12	US003-13-6	US003	13	6	inv	ass map	control	18	21.3	7.1	n	NA	0	0	NA	NA	NA	NA	NA	NA	0		10/15/2010	0.9	2.566	NA	2010-10-15	80
US003-13-8	23	11	US003-13-8	US003	13	8	inv	ass map	control	13	20.5	4.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/20/2010	1	2.648	NA	2010-10-20	85
US003-14-1	20	16	US003-14-1	US003	14	1	inv	ass map	control	19	26	5.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1	4.062	NA	2010-10-21	86
US003-14-10	14	38	US003-14-10	US003	14	10	inv	ass map	control	21	28.1	5.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/19/2010	1	5.02	NA	2010-10-19	84
US003-14-2	14	12	US003-14-2	US003	14	2	inv	ass map	control	15	29.5	6.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/19/2010	0.9	2.472	NA	2010-10-19	84
US003-14-5	13	23	US003-14-5	US003	14	5	inv	ass map	control	34	27.5	5.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.9	4.096	NA	2010-10-21	86
US003-14-7	17	21	US003-14-7	US003	14	7	inv	ass map	control	19	22.5	5.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/20/2010	1	3.342	NA	2010-10-20	85
US003-14-9	20	9	US003-14-9	US003	14	9	inv	ass map	control	28	25.6	5.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1.2	2.944	NA	2010-10-21	86
US003-15-1	17	45	US003-15-1	US003	15	1	inv	ass map	control	24	17.3	4.3	y	1	32	32	NA	NA	NA	NA	NA	NA	11		10/20/2010	1.3	5.64	NA	2010-10-20	85
US003-15-3	19	36	US003-15-3	US003	15	3	inv	ass map	control	32	24.6	3.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1.2	3.826	NA	2010-10-21	86
US003-15-4	22	34	US003-15-4	US003	15	4	inv	ass map	control	0	0	0	y	1	40.5	40.5	NA	NA	NA	NA	NA	NA	177	WHITE FLRS	10/21/2010	1	8.305	NA	2010-10-21	86
US003-15-5	21	12	US003-15-5	US003	15	5	inv	ass map	control	15	18	4.8	y	1	41.2	41.2	NA	NA	NA	NA	NA	NA	55	FLR WH	10/21/2010	0.4	6.572	NA	2010-10-21	86
US003-16-1	18	27	US003-16-1	US003	16	1	inv	ass map	control	NA	NA	NA	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/20/2010	NA	6.136	NA	2010-10-20	85
US003-16-10	11	50	US003-16-10	US003	16	10	inv	mat fx	nut def	22	17.3	4.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/13/2010	0.9	2.125	NA	2010-10-13	78
US003-16-11	7	5	US003-16-11	US003	16	11	inv	mat fx	control	NA	NA	NA	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	NA	3.445	NA	2010-10-21	86
US003-16-12	13	11	US003-16-12	US003	16	12	inv	ass map	control	18	23.5	3.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1	3.293	NA	2010-10-21	86
US003-16-13	19	18	US003-16-13	US003	16	13	inv	ass map	control	1	17.5	4.2	y	1	30.5	30.5	NA	NA	NA	NA	NA	NA	114	WHITE FLOWERS	10/21/2010	0.9	6.832	NA	2010-10-21	86
US003-16-14	8	29	US003-16-14	US003	16	14	inv	mat fx	cut	39	0	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/18/2010	0.8	NA	NA	2010-10-18	83
US003-16-2	8	20	US003-16-2	US003	16	2	inv	mat fx	cut	90	0	0	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/18/2010	28	NA	NA	2010-10-18	83
US003-16-5	12	45	US003-16-5	US003	16	5	inv	ass map	control	8	17.2	3.6	y	1	21	21	NA	NA	NA	NA	NA	NA	15		10/19/2010	0.85	3.936	NA	2010-10-19	84
US003-16-6	19	34	US003-16-6	US003	16	6	inv	ass map	control	14	30	8.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1	3.417	NA	2010-10-21	86
US003-16-7	16	11	US003-16-7	US003	16	7	inv	ass map	control	13	25.1	6.5	y	1	35.4	35.4	NA	NA	NA	NA	NA	NA	0		10/15/2010	1	3.817	NA	2010-10-15	80
US003-16-8	19	35	US003-16-8	US003	16	8	inv	ass map	control	30	26.2	6.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.9	4.507	NA	2010-10-21	86
US003-17-1	23	15	US003-17-1	US003	17	1	inv	ass map	control	14	20.9	5.3	y	1	27.5	27.5	NA	NA	NA	NA	NA	NA	6		10/20/2010	1.1	4.124	NA	2010-10-20	85
US003-17-3	18	7	US003-17-3	US003	17	3	inv	ass map	control	18	19.2	5.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/20/2010	1	3.08	NA	2010-10-20	85
US003-18-1	14	35	US003-18-1	US003	18	1	inv	ass map	control	20	26.3	7.1	n	NA	0	NA	NA	NA	NA	NA	NA	NA	NA		10/19/2010	1	3.524	NA	2010-10-19	84
US003-2-1	7	32	US003-2-1	US003	2	1	inv	mat fx	control	18	25	4.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.8	3.215	NA	2010-10-21	86
US003-2-2	22	14	US003-2-2	US003	2	2	inv	ass map	control	36	25.6	6.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1.05	5.178	NA	2010-10-21	86
US003-3-1	15	30	US003-3-1	US003	3	1	inv	ass map	control	12	23.5	3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.9	2.932	NA	2010-10-21	86
US003-3-10	6	10	US003-3-10	US003	3	10	inv	mat fx	control	21	24.1	5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/19/2010	0.8	3.816	NA	2010-10-19	84
US003-3-11	16	25	US003-3-11	US003	3	11	inv	ass map	control	25	26.6	4.5	n	NA	0	NA	NA	NA	NA	NA	NA	NA	0		10/15/2010	0.8	3.895	NA	2010-10-15	80
US003-3-12	23	10	US003-3-12	US003	3	12	inv	ass map	control	32	17.5	3.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/20/2010	1	3.479	NA	2010-10-20	85
US003-3-13	20	49	US003-3-13	US003	3	13	inv	ass map	control	16	24.3	5.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.85	3.966	NA	2010-10-21	86
US003-3-14	16	20	US003-3-14	US003	3	14	inv	ass map	control	14	25.5	7	n	NA	0	NA	NA	NA	NA	NA	NA	NA	0		10/15/2010	0.8	2.432	NA	2010-10-15	80
US003-3-15	13	29	US003-3-15	US003	3	15	inv	ass map	control	16	24.1	4.9	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.8	2.988	NA	2010-10-21	86
US003-3-16	16	43	US003-3-16	US003	3	16	inv	ass map	control	11	18.2	4	y	1	15.5	15.5	NA	NA	NA	NA	NA	NA	0		10/15/2010	1	2.918	NA	2010-10-15	80
US003-3-17	20	45	US003-3-17	US003	3	17	inv	ass map	control	16	19.4	5.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.8	2.645	NA	2010-10-21	86
US003-3-18	20	36	US003-3-18	US003	3	18	inv	ass map	control	16	25.9	6.2	y	1	3	3	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1.2	3.568	NA	2010-10-21	86
US003-3-19	18	1	US003-3-19	US003	3	19	inv	ass map	control	13	21	6.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/20/2010	1	3.21	NA	2010-10-20	85
US003-3-2	17	34	US003-3-2	US003	3	2	inv	ass map	control	25	25.7	4.4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/20/2010	0.9	4.547	NA	2010-10-20	85
US003-3-21	21	31	US003-3-21	US003	3	21	inv	ass map	control	16	23	3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1	2.795	NA	2010-10-21	86
US003-3-22	22	15	US003-3-22	US003	3	22	inv	ass map	control	18	30.1	7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.85	5.373	NA	2010-10-21	86
US003-3-4	12	10	US003-3-4	US003	3	4	inv	ass map	control	12	23.5	5.9	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/19/2010	1	3.682	NA	2010-10-19	84
US003-3-5	19	50	US003-3-5	US003	3	5	inv	ass map	control	19	22.3	3.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.95	3.872	NA	2010-10-21	86
US003-3-7	16	49	US003-3-7	US003	3	7	inv	ass map	control	18	18.2	4.6	y	1	12.5	12.5	NA	NA	NA	NA	NA	NA	0		10/15/2010	0.9	3.373	NA	2010-10-15	80
US003-3-8	18	15	US003-3-8	US003	3	8	inv	ass map	control	31	21	5.9	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/20/2010	1	3.895	NA	2010-10-20	85
US003-3-9	21	49	US003-3-9	US003	3	9	inv	ass map	control	10	41.7	3.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.9	2.573	NA	2010-10-21	86
US003-4-1	16	41	US003-4-1	US003	4	1	inv	ass map	control	15	19.1	3.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/15/2010	1	2.718	NA	2010-10-15	80
US003-4-2	17	35	US003-4-2	US003	4	2	inv	ass map	control	22	27.3	6.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/20/2010	0.85	4.03	NA	2010-10-20	85
US003-4-4	13	21	US003-4-4	US003	4	4	inv	ass map	control	24	25.5	4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1	4.37	NA	2010-10-21	86
US003-5-1	14	41	US003-5-1	US003	5	1	inv	ass map	control	8	13.2	3.7	y	1	27.5	27.5	NA	NA	NA	NA	NA	NA	41	FLR WHITE	10/19/2010	0.8	4.864	NA	2010-10-19	84
US003-5-2	11	10	US003-5-2	US003	5	2	inv	mat fx	nut def	17	13.9	4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/13/2010	0.8	1.577	NA	2010-10-13	78
US003-5-3	22	11	US003-5-3	US003	5	3	inv	ass map	control	8	23.9	2.6	y	1	41.8	41.8	NA	NA	NA	NA	NA	NA	14		10/21/2010	0.75	5.658	NA	2010-10-21	86
US003-5-4	19	47	US003-5-4	US003	5	4	inv	ass map	control	29	20.1	5.1	y	1	2	2	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1.1	3.726	NA	2010-10-21	86
US003-5-5	15	18	US003-5-5	US003	5	5	inv	ass map	control	20	26.2	4.1	y	1	5.5	5.5	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1	5.27	NA	2010-10-21	86
US003-5-7	14	30	US003-5-7	US003	5	7	inv	ass map	control	11	23.5	5.3	y	1	44.5	44.5	NA	NA	NA	NA	NA	NA	3		10/19/2010	1	6.389	NA	2010-10-19	84
US003-5-8	23	3	US003-5-8	US003	5	8	inv	ass map	control	27	22.5	5.4	y	1	10.5	10.5	NA	NA	NA	NA	NA	NA	NA		10/20/2010	1	4.386	NA	2010-10-20	85
US003-6-1	14	1	US003-6-1	US003	6	1	inv	ass map	control	13	13	3.8	y	1	20.4	20.4	NA	NA	NA	NA	NA	NA	38		10/19/2010	1.5	4.443	NA	2010-10-19	84
US003-6-3	17	49	US003-6-3	US003	6	3	inv	ass map	control	22	19.3	4.3	y	1	26.5	26.5	NA	NA	NA	NA	NA	NA	3		10/20/2010	1.2	4.93	NA	2010-10-20	85
US003-7-1	22	10	US003-7-1	US003	7	1	inv	ass map	control	22	20.3	4.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.8	3.472	NA	2010-10-21	86
US003-7-10	21	41	US003-7-10	US003	7	10	inv	ass map	control	8	22	3.4	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.7	3.184	NA	2010-10-21	86
US003-7-11	14	16	US003-7-11	US003	7	11	inv	ass map	control	48	33.7	7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/19/2010	1.1	4.787	NA	2010-10-19	84
US003-7-13	13	35	US003-7-13	US003	7	13	inv	ass map	control	12	29.6	7.8	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.8	2.53	NA	2010-10-21	86
US003-7-2	23	7	US003-7-2	US003	7	2	inv	ass map	control	16	28	5.6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/20/2010	0.95	3.416	NA	2010-10-20	85
US003-7-3	16	47	US003-7-3	US003	7	3	inv	ass map	control	15	22.7	4.9	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/15/2010	0.9	2.538	NA	2010-10-15	80
US003-7-4	7	10	US003-7-4	US003	7	4	inv	mat fx	control	17	18	3.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.8	1.96	NA	2010-10-21	86
US003-7-5	13	32	US003-7-5	US003	7	5	inv	ass map	control	13	26.9	6.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.8	2.691	NA	2010-10-21	86
US003-7-6	16	45	US003-7-6	US003	7	6	inv	ass map	control	9	20.9	3.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/15/2010	0.75	1.978	NA	2010-10-15	80
US003-7-8	16	8	US003-7-8	US003	7	8	inv	ass map	control	20	30.6	6.1	y	1	10.6	10.6	NA	NA	NA	NA	NA	NA	0		10/15/2010	0.7	3.328	NA	2010-10-15	80
US003-8-1	17	16	US003-8-1	US003	8	1	inv	ass map	control	22	26.2	5.7	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/20/2010	0.85	4.3	NA	2010-10-20	85
US003-8-2	6	50	US003-8-2	US003	8	2	inv	mat fx	control	16	18.8	4.8	y	1	3	3	NA	NA	NA	NA	NA	NA	0		10/19/2010	0.8	3.295	NA	2010-10-19	84
US003-8-4	12	27	US003-8-4	US003	8	4	inv	ass map	control	39	23.3	6.2	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/19/2010	0.9	4.664	NA	2010-10-19	84
US003-8-5	21	32	US003-8-5	US003	8	5	inv	ass map	control	29	23	2.5	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1.5	3.664	NA	2010-10-21	86
US003-8-6	20	5	US003-8-6	US003	8	6	inv	ass map	control	0	0	0	y	1	43	43	NA	NA	NA	NA	NA	NA	90		10/21/2010	0.95	5.464	NA	2010-10-21	86
US003-8-7	20	20	US003-8-7	US003	8	7	inv	ass map	control	24	20.7	5.5	y	1	35.5	35.5	NA	NA	NA	NA	NA	NA	1		10/21/2010	0.95	4.712	NA	2010-10-21	86
US003-9-1	17	7	US003-9-1	US003	9	1	inv	ass map	control	0	0	0	y	1	46	46	NA	NA	NA	NA	NA	NA	110	WHTE FLRS	10/20/2010	0.8	6.338	NA	2010-10-20	85
US003-9-10	14	36	US003-9-10	US003	9	10	inv	ass map	control	18	29.6	4.9	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/19/2010	0.9	4.158	NA	2010-10-19	84
US003-9-3	15	41	US003-9-3	US003	9	3	inv	ass map	control	12	23.3	3.3	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	0.9	2.432	NA	2010-10-21	86
US003-9-4	18	21	US003-9-4	US003	9	4	inv	ass map	control	15	24.5	6.9	y	1	1.1	1.1	NA	NA	NA	NA	NA	NA	NA		10/20/2010	1.1	4.589	NA	2010-10-20	85
US003-9-5	12	49	US003-9-5	US003	9	5	inv	ass map	control	21	24.5	6	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/19/2010	0.9	4.342	NA	2010-10-19	84
US003-9-6	13	1	US003-9-6	US003	9	6	inv	ass map	control	5	17.1	3	y	1	25.6	25.6	NA	NA	NA	NA	NA	NA	52		10/21/2010	1	4.013	NA	2010-10-21	86
US003-9-7	7	50	US003-9-7	US003	9	7	inv	mat fx	control	14	16	4.1	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		10/21/2010	1	2.035	NA	2010-10-21	86
US003-9-8	15	25	US003-9-8	US003	9	8	inv	ass map	control	0	0	0	y	1	33.5	33.5	NA	NA	NA	NA	NA	NA	53	FLR WHITE	10/21/2010	0.7	5.668	NA	2010-10-21	86
