Rack	Pos	Barcode	PopID	CrossNum	Indiv	Origin	Exp	Trt	Wilt	TotWilt	Yellow	Death	Float	Note	BoltDate	FlwrDate	FlwrCol	FlwrNote	BoltMsrDate	BoltCount1	MaxBoltHt1	OtherBoltHt1	BoltMsr	BoltCount2	MaxBoltHt2	OtherBoltHt2	BoltMsrDate3	BoltCount3	MaxBoltHt3	OtherBoltHt3
US002-4-1	19	30	US002-4-1	US002	4	1	inv	ass map	control							10/21/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-5-1	16	15	US002-5-1	US002	5	1	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-5-10	12	20	US002-5-10	US002	5	10	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-5-11	17	12	US002-5-11	US002	5	11	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-5-12	5	3	US002-5-12	US002	5	12	inv	mat fx	allo											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-5-2	8	49	US002-5-2	US002	5	2	inv	mat fx	cut											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-5-3	6	49	US002-5-3	US002	5	3	inv	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-5-4	9	5	US002-5-4	US002	5	4	inv	mat fx	drought	7/29/2010	8/2/2010		8/3/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-5-5	11	9	US002-5-5	US002	5	5	inv	mat fx	nut def			8/3/2010								NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-5-6	13	27	US002-5-6	US002	5	6	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-5-7	20	30	US002-5-7	US002	5	7	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-5-8	15	11	US002-5-8	US002	5	8	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-5-9	9	40	US002-5-9	US002	5	9	inv	mat fx	drought	7/28/2010	7/30/2010		8/3/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-6-1	10	3	US002-6-1	US002	6	1	inv	mat fx	flood			8/2/2010	8/13/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-6-2	7	40	US002-6-2	US002	6	2	inv	mat fx	control							9/16/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-6-3	5	16	US002-6-3	US002	6	3	inv	mat fx	allo											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-6-4	6	16	US002-6-4	US002	6	4	inv	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US002-6-5	14	21	US002-6-5	US002	6	5	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-10-1	14	11	US003-10-1	US003	10	1	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-10-2	23	29	US003-10-2	US003	10	2	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-11-1	8	3	US003-11-1	US003	11	1	inv	mat fx	cut											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-11-10	1	49	US003-11-10	US003	11	10	inv	array	control 3											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-11-11	17	27	US003-11-11	US003	11	11	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-11-12	15	36	US003-11-12	US003	11	12	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-11-13	17	41	US003-11-13	US003	11	13	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-11-14	22	47	US003-11-14	US003	11	14	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-11-15	15	27	US003-11-15	US003	11	15	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-11-2	10	27	US003-11-2	US003	11	2	inv	mat fx	flood			8/5/2010	8/9/2010	8/9/2010						NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-11-3	21	35	US003-11-3	US003	11	3	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-11-4	17	18	US003-11-4	US003	11	4	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-11-5	20	8	US003-11-5	US003	11	5	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-11-6	13	47	US003-11-6	US003	11	6	inv	ass map	control							10/21/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-11-7	12	8	US003-11-7	US003	11	7	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-11-8	12	35	US003-11-8	US003	11	8	inv	ass map	control							9/27/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-11-9	4	25	US003-11-9	US003	11	9	inv	array	drought 3											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-12-1	18	41	US003-12-1	US003	12	1	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-12-2	22	5	US003-12-2	US003	12	2	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-12-3	11	25	US003-12-3	US003	12	3	inv	mat fx	nut def			8/1/2010								NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-12-4	4	36	US003-12-4	US003	12	4	inv	array	drought 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-12-5	13	31	US003-12-5	US003	12	5	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-12-6	12	5	US003-12-6	US003	12	6	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-13-1	19	10	US003-13-1	US003	13	1	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-13-2	22	43	US003-13-2	US003	13	2	inv	ass map	control							9/16/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-13-3	1	25	US003-13-3	US003	13	3	inv	array	control 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-13-4	20	10	US003-13-4	US003	13	4	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-13-5	22	21	US003-13-5	US003	13	5	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-13-6	16	12	US003-13-6	US003	13	6	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-13-7	5	12	US003-13-7	US003	13	7	inv	mat fx	allo											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-13-8	23	11	US003-13-8	US003	13	8	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-14-1	20	16	US003-14-1	US003	14	1	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-14-10	14	38	US003-14-10	US003	14	10	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-14-2	14	12	US003-14-2	US003	14	2	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-14-3	9	41	US003-14-3	US003	14	3	inv	mat fx	drought	7/28/2010	7/29/2010		8/2/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-14-4	3	36	US003-14-4	US003	14	4	inv	array	drought 3											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-14-5	13	23	US003-14-5	US003	14	5	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-14-6	5	50	US003-14-6	US003	14	6	inv	mat fx	allo											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-14-7	17	21	US003-14-7	US003	14	7	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-14-8	9	50	US003-14-8	US003	14	8	inv	mat fx	drought	7/28/2010	7/29/2010		8/3/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-14-9	20	9	US003-14-9	US003	14	9	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-15-1	17	45	US003-15-1	US003	15	1	inv	ass map	control							9/27/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-15-2	10	12	US003-15-2	US003	15	2	inv	mat fx	flood			8/1/2010	8/9/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-15-3	19	36	US003-15-3	US003	15	3	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-15-4	22	34	US003-15-4	US003	15	4	inv	ass map	control							8/27/2010	9/30/2010	white		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-15-5	21	12	US003-15-5	US003	15	5	inv	ass map	control							9/16/2010	10/21/2010	white		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-16-1	18	27	US003-16-1	US003	16	1	inv	ass map	control							9/16/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-16-10	11	50	US003-16-10	US003	16	10	inv	mat fx	nut def			8/1/2010								NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-16-11	7	5	US003-16-11	US003	16	11	inv	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-16-12	13	11	US003-16-12	US003	16	12	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-16-13	19	18	US003-16-13	US003	16	13	inv	ass map	control							9/3/2010	10/8/2010	white		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-16-14	8	29	US003-16-14	US003	16	14	inv	mat fx	cut											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-16-2	8	20	US003-16-2	US003	16	2	inv	mat fx	cut											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-16-3	2	32	US003-16-3	US003	16	3	inv	array	control 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-16-4	1	1	US003-16-4	US003	16	4	inv	array	control 3											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-16-5	12	45	US003-16-5	US003	16	5	inv	ass map	control							9/27/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-16-6	19	34	US003-16-6	US003	16	6	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-16-7	16	11	US003-16-7	US003	16	7	inv	ass map	control							10/8/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-16-8	19	35	US003-16-8	US003	16	8	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-16-9	2	41	US003-16-9	US003	16	9	inv	array	control 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-17-1	23	15	US003-17-1	US003	17	1	inv	ass map	control							10/8/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-17-2	3	12	US003-17-2	US003	17	2	inv	array	drought 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-17-3	18	7	US003-17-3	US003	17	3	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-18-1	14	35	US003-18-1	US003	18	1	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-2-1	7	32	US003-2-1	US003	2	1	inv	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-2-2	22	14	US003-2-2	US003	2	2	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-1	15	30	US003-3-1	US003	3	1	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-10	6	10	US003-3-10	US003	3	10	inv	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-11	16	25	US003-3-11	US003	3	11	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-12	23	10	US003-3-12	US003	3	12	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-13	20	49	US003-3-13	US003	3	13	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-14	16	20	US003-3-14	US003	3	14	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-15	13	29	US003-3-15	US003	3	15	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-16	16	43	US003-3-16	US003	3	16	inv	ass map	control							10/8/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-17	20	45	US003-3-17	US003	3	17	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-18	20	36	US003-3-18	US003	3	18	inv	ass map	control							10/21/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-19	18	1	US003-3-19	US003	3	19	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-2	17	34	US003-3-2	US003	3	2	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-20	2	38	US003-3-20	US003	3	20	inv	array	control 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-21	21	31	US003-3-21	US003	3	21	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-22	22	15	US003-3-22	US003	3	22	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-3	3	41	US003-3-3	US003	3	3	inv	array	drought 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-4	12	10	US003-3-4	US003	3	4	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-5	19	50	US003-3-5	US003	3	5	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-6	3	3	US003-3-6	US003	3	6	inv	array	drought 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-7	16	49	US003-3-7	US003	3	7	inv	ass map	control							10/8/2010	10/13/2010	white		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-8	18	15	US003-3-8	US003	3	8	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-3-9	21	49	US003-3-9	US003	3	9	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-4-1	16	41	US003-4-1	US003	4	1	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-4-2	17	35	US003-4-2	US003	4	2	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-4-3	10	1	US003-4-3	US003	4	3	inv	mat fx	flood			8/3/2010	8/9/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-4-4	13	21	US003-4-4	US003	4	4	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-5-1	14	41	US003-5-1	US003	5	1	inv	ass map	control							9/10/2010	10/19/2010	white		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-5-2	11	10	US003-5-2	US003	5	2	inv	mat fx	nut def			8/1/2010								NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-5-3	22	11	US003-5-3	US003	5	3	inv	ass map	control							9/30/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-5-4	19	47	US003-5-4	US003	5	4	inv	ass map	control							10/21/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-5-5	15	18	US003-5-5	US003	5	5	inv	ass map	control							10/21/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-5-6	4	9	US003-5-6	US003	5	6	inv	array	drought 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-5-7	14	30	US003-5-7	US003	5	7	inv	ass map	control							9/30/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-5-8	23	3	US003-5-8	US003	5	8	inv	ass map	control							10/8/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-6-1	14	1	US003-6-1	US003	6	1	inv	ass map	control							9/10/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-6-2	2	40	US003-6-2	US003	6	2	inv	array	control 1											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-6-3	17	49	US003-6-3	US003	6	3	inv	ass map	control							10/8/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-7-1	22	10	US003-7-1	US003	7	1	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-7-10	21	41	US003-7-10	US003	7	10	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-7-11	14	16	US003-7-11	US003	7	11	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-7-12	4	12	US003-7-12	US003	7	12	inv	array	drought 3											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-7-13	13	35	US003-7-13	US003	7	13	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-7-2	23	7	US003-7-2	US003	7	2	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-7-3	16	47	US003-7-3	US003	7	3	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-7-4	7	10	US003-7-4	US003	7	4	inv	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-7-5	13	32	US003-7-5	US003	7	5	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-7-6	16	45	US003-7-6	US003	7	6	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-7-7	1	14	US003-7-7	US003	7	7	inv	array	control 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-7-8	16	8	US003-7-8	US003	7	8	inv	ass map	control							10/8/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-7-9	2	10	US003-7-9	US003	7	9	inv	array	control 3											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-8-1	17	16	US003-8-1	US003	8	1	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-8-2	6	50	US003-8-2	US003	8	2	inv	mat fx	control							10/8/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-8-3	9	10	US003-8-3	US003	8	3	inv	mat fx	drought	7/28/2010	7/30/2010		8/6/2010							NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-8-4	12	27	US003-8-4	US003	8	4	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-8-5	21	32	US003-8-5	US003	8	5	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-8-6	20	5	US003-8-6	US003	8	6	inv	ass map	control							9/16/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-8-7	20	20	US003-8-7	US003	8	7	inv	ass map	control							10/8/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-9-1	17	7	US003-9-1	US003	9	1	inv	ass map	control							9/16/2010	10/20/2010	white		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-9-10	14	36	US003-9-10	US003	9	10	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-9-2	5	10	US003-9-2	US003	9	2	inv	mat fx	allo											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-9-3	15	41	US003-9-3	US003	9	3	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-9-4	18	21	US003-9-4	US003	9	4	inv	ass map	control							10/20/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-9-5	12	49	US003-9-5	US003	9	5	inv	ass map	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-9-6	13	1	US003-9-6	US003	9	6	inv	ass map	control							9/30/2010				NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-9-7	7	50	US003-9-7	US003	9	7	inv	mat fx	control											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-9-8	15	25	US003-9-8	US003	9	8	inv	ass map	control							9/30/2010	10/21/2010	white		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
US003-9-9	3	34	US003-9-9	US003	9	9	inv	array	drought 2											NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
